theme,sub_theme,topic,geography_type,geography,metric,sex,age,stratum,year,date,metric_value,in_reporting_delay_period
infectious_disease,respiratory,Rhinovirus,Nation,England,rhinovirus_testing_positivityByWeek,all,all,default,2018,2018-07-23,13.4500,False
infectious_disease,respiratory,Rhinovirus,Nation,England,rhinovirus_testing_positivityByWeek,all,all,default,2018,2018-07-16,15.2800,False
infectious_disease,respiratory,Rhinovirus,Nation,England,rhinovirus_testing_positivityByWeek,all,all,default,2018,2018-07-09,14.2400,False
infectious_disease,respiratory,Rhinovirus,Nation,England,rhinovirus_testing_positivityByWeek,all,all,default,2018,2018-07-02,16.9900,False
infectious_disease,respiratory,Rhinovirus,Nation,England,rhinovirus_testing_positivityByWeek,all,all,default,2018,2018-06-25,18.5000,False
infectious_disease,respiratory,Rhinovirus,Nation,England,rhinovirus_testing_positivityByWeek,all,all,default,2018,2018-06-18,16.9000,False
infectious_disease,respiratory,Rhinovirus,Nation,England,rhinovirus_testing_positivityByWeek,all,all,default,2018,2018-06-11,14.0200,False
infectious_disease,respiratory,Rhinovirus,Nation,England,rhinovirus_testing_positivityByWeek,all,all,default,2018,2018-06-04,14.2100,False
infectious_disease,respiratory,Rhinovirus,Nation,England,rhinovirus_testing_positivityByWeek,all,all,default,2018,2018-05-28,13.3800,False
infectious_disease,respiratory,Rhinovirus,Nation,England,rhinovirus_testing_positivityByWeek,all,all,default,2018,2018-05-21,17.4000,False
infectious_disease,respiratory,Rhinovirus,Nation,England,rhinovirus_testing_positivityByWeek,all,all,default,2018,2018-05-14,15.5700,False
infectious_disease,respiratory,Rhinovirus,Nation,England,rhinovirus_testing_positivityByWeek,all,all,default,2018,2018-05-07,17.2500,False
infectious_disease,respiratory,Rhinovirus,Nation,England,rhinovirus_testing_positivityByWeek,all,all,default,2018,2018-04-30,15.3900,False
infectious_disease,respiratory,Rhinovirus,Nation,England,rhinovirus_testing_positivityByWeek,all,all,default,2018,2018-04-23,12.7800,False
infectious_disease,respiratory,Rhinovirus,Nation,England,rhinovirus_testing_positivityByWeek,all,all,default,2018,2018-04-16,11.6000,False
infectious_disease,respiratory,Rhinovirus,Nation,England,rhinovirus_testing_positivityByWeek,all,all,default,2018,2018-04-09,10.9800,False
infectious_disease,respiratory,Rhinovirus,Nation,England,rhinovirus_testing_positivityByWeek,all,all,default,2018,2018-04-02,11.7300,False
infectious_disease,respiratory,Rhinovirus,Nation,England,rhinovirus_testing_positivityByWeek,all,all,default,2018,2018-03-26,10.9200,False
infectious_disease,respiratory,Rhinovirus,Nation,England,rhinovirus_testing_positivityByWeek,all,all,default,2018,2018-03-19,10.1300,False
infectious_disease,respiratory,Rhinovirus,Nation,England,rhinovirus_testing_positivityByWeek,all,all,default,2018,2018-03-12,8.7400,False
infectious_disease,respiratory,Rhinovirus,Nation,England,rhinovirus_testing_positivityByWeek,all,all,default,2018,2018-03-05,8.0400,False
infectious_disease,respiratory,Rhinovirus,Nation,England,rhinovirus_testing_positivityByWeek,all,all,default,2018,2018-02-26,9.0700,False
infectious_disease,respiratory,Rhinovirus,Nation,England,rhinovirus_testing_positivityByWeek,all,all,default,2018,2018-02-19,7.8800,False
infectious_disease,respiratory,Rhinovirus,Nation,England,rhinovirus_testing_positivityByWeek,all,all,default,2018,2018-02-12,8.0900,False
infectious_disease,respiratory,Rhinovirus,Nation,England,rhinovirus_testing_positivityByWeek,all,all,default,2018,2018-02-05,8.5700,False
infectious_disease,respiratory,Rhinovirus,Nation,England,rhinovirus_testing_positivityByWeek,all,all,default,2018,2018-01-29,8.2100,False
infectious_disease,respiratory,Rhinovirus,Nation,England,rhinovirus_testing_positivityByWeek,all,all,default,2018,2018-01-22,7.5900,False
infectious_disease,respiratory,Rhinovirus,Nation,England,rhinovirus_testing_positivityByWeek,all,all,default,2018,2018-01-15,5.5100,False
infectious_disease,respiratory,Rhinovirus,Nation,England,rhinovirus_testing_positivityByWeek,all,all,default,2018,2018-01-08,5.7000,False
infectious_disease,respiratory,Rhinovirus,Nation,England,rhinovirus_testing_positivityByWeek,all,all,default,2018,2018-01-01,6.4600,False
infectious_disease,respiratory,Rhinovirus,Nation,England,rhinovirus_testing_positivityByWeek,all,all,default,2017,2017-12-25,6.9000,False
infectious_disease,respiratory,Rhinovirus,Nation,England,rhinovirus_testing_positivityByWeek,all,all,default,2017,2017-12-18,9.5700,False
infectious_disease,respiratory,Rhinovirus,Nation,England,rhinovirus_testing_positivityByWeek,all,all,default,2017,2017-12-11,10.7600,False
infectious_disease,respiratory,Rhinovirus,Nation,England,rhinovirus_testing_positivityByWeek,all,all,default,2017,2017-12-04,12.4900,False
infectious_disease,respiratory,Rhinovirus,Nation,England,rhinovirus_testing_positivityByWeek,all,all,default,2017,2017-11-27,14.8000,False
infectious_disease,respiratory,Rhinovirus,Nation,England,rhinovirus_testing_positivityByWeek,all,all,default,2017,2017-11-20,18.2100,False
infectious_disease,respiratory,Rhinovirus,Nation,England,rhinovirus_testing_positivityByWeek,all,all,default,2017,2017-11-13,17.6000,False
infectious_disease,respiratory,Rhinovirus,Nation,England,rhinovirus_testing_positivityByWeek,all,all,default,2017,2017-11-06,17.9600,False
infectious_disease,respiratory,Rhinovirus,Nation,England,rhinovirus_testing_positivityByWeek,all,all,default,2017,2017-10-30,20.1800,False
infectious_disease,respiratory,Rhinovirus,Nation,England,rhinovirus_testing_positivityByWeek,all,all,default,2017,2017-10-23,22.5900,False
infectious_disease,respiratory,Rhinovirus,Nation,England,rhinovirus_testing_positivityByWeek,all,all,default,2017,2017-10-16,22.6600,False
infectious_disease,respiratory,Rhinovirus,Nation,England,rhinovirus_testing_positivityByWeek,all,all,default,2017,2017-10-09,26.6500,False
infectious_disease,respiratory,Rhinovirus,Nation,England,rhinovirus_testing_positivityByWeek,all,all,default,2017,2017-10-02,26.8100,False
infectious_disease,respiratory,Rhinovirus,Nation,England,rhinovirus_testing_positivityByWeek,all,all,default,2017,2017-09-25,26.6700,False
infectious_disease,respiratory,Rhinovirus,Nation,England,rhinovirus_testing_positivityByWeek,all,all,default,2017,2017-09-18,24.3800,False
infectious_disease,respiratory,Rhinovirus,Nation,England,rhinovirus_testing_positivityByWeek,all,all,default,2017,2017-09-11,22.6400,False
infectious_disease,respiratory,Rhinovirus,Nation,England,rhinovirus_testing_positivityByWeek,all,all,default,2017,2017-09-04,16.1800,False
infectious_disease,respiratory,Rhinovirus,Nation,England,rhinovirus_testing_positivityByWeek,all,all,default,2017,2017-08-28,15.9700,False
infectious_disease,respiratory,Rhinovirus,Nation,England,rhinovirus_testing_positivityByWeek,all,all,default,2017,2017-08-21,14.7700,False
infectious_disease,respiratory,Rhinovirus,Nation,England,rhinovirus_testing_positivityByWeek,all,all,default,2017,2017-08-14,12.4600,False
infectious_disease,respiratory,Rhinovirus,Nation,England,rhinovirus_testing_positivityByWeek,all,all,default,2017,2017-08-07,16.1200,False
infectious_disease,respiratory,Rhinovirus,Nation,England,rhinovirus_testing_positivityByWeek,all,all,default,2017,2017-07-31,15.4100,False
infectious_disease,respiratory,Rhinovirus,Nation,England,rhinovirus_testing_positivityByWeek,all,all,default,2017,2017-07-24,16.1000,False
infectious_disease,respiratory,Rhinovirus,Nation,England,rhinovirus_testing_positivityByWeek,all,all,default,2017,2017-07-17,16.9000,False
infectious_disease,respiratory,Rhinovirus,Nation,England,rhinovirus_testing_positivityByWeek,all,all,default,2017,2017-07-10,17.0400,False
infectious_disease,respiratory,Rhinovirus,Nation,England,rhinovirus_testing_positivityByWeek,all,all,default,2017,2017-07-03,16.9000,False
